,Id,URL,Level,Unit-Time,Solution
881,881,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/7/2017,Moderate,minutes,398451276527683914641792853234579681716824539859316427982167345475938162163245798
882,882,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/7/2017,Moderate,minutes,612843957435976281879152346186794532543218769927635814351427698798361425264589173
883,883,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/7/2017,Gentle,minutes,974861523538294716162357498349615872857942631621783945715436289486129357293578164
884,884,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/7/2017,Diabolical,minutes,789123564263475891541698273374812956892356147615947328928734615137569482456281739
885,885,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/7/2017,Moderate,minutes,931582467765431298842967513687354921523819746419726835356298174194675382278143659
886,886,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/6/2017,Diabolical,minutes,847263591163945728295871346629758134714392865538416279451637982386529417972184653
887,887,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/6/2017,Tough,minutes,923176458518439726647582139275893641361754892894621573736215984152948367489367215
888,888,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/6/2017,Moderate,minutes,738245196592613478416879532925738614867491253143526789679182345281354967354967821
889,889,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/6/2017,Moderate,minutes,329571846547826913618439275132784659876953124495612387263145798751398462984267531
890,890,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/6/2017,Gentle,minutes,912753684785246139364819257531698742298437516476521893153972468829164375647385921
891,891,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/6/2017,Diabolical,minutes,528617493371459268649832157837145926256798314194326875485971632962583741713264589
892,892,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/6/2017,Moderate,minutes,863142975241579836975386241618794352324851769597623184486217593159438627732965418
893,893,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/6/2017,Diabolical,minutes,261984537394567281875132496537648912489215763612793854923451678758326149146879325
894,894,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/6/2017,Tough,minutes,985167432341259687726384591298641375563728914174593826817436259459812763632975148
895,895,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/6/2017,Moderate,minutes,389751462254396178167284935738569214916472583425813796591648327673125849842937651
896,896,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/6/2017,Moderate,minutes,231896547486715293597342816168573429359284671742961358625139784973458162814627935
897,897,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/6/2017,Gentle,minutes,739524861481936752625817934394265187857193426216748593168379245973452618542681379
898,898,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/6/2017,Diabolical,minutes,438716259629538417157429863961254738543187926872693541796345182315872694284961375
899,899,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/6/2017,Moderate,minutes,526417938418369275397528614839742156654831792271695483762183549143956827985274361
900,900,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/6/2017,Diabolical,minutes,248963175953817264761542398835729416679184523124356987587491632416238759392675841
901,901,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/6/2017,Tough,minutes,634817259129654738785923164598432617367189542241765983953241876812376495476598321
902,902,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/6/2017,Moderate,minutes,915876243736249815248513967654987321193462578872135496321798654567324189489651732
903,903,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/6/2017,Moderate,minutes,674591238519382674238647951351728496897416523462953187743269815985174362126835749
904,904,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/6/2017,Gentle,minutes,923856417746129583185374629867495231352718946491263875614532798538947162279681354
905,905,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/6/2017,Diabolical,minutes,927685143536241978184379256398517462241963785675428319819752634452136897763894521
906,906,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/6/2017,Moderate,minutes,675389241183452976294167835839526714452718369716943528568274193921635487347891652
907,907,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/6/2017,Diabolical,minutes,318972564627543198945681237592418376873296415164735982236859741459167823781324659
908,908,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/6/2017,Tough,minutes,329145876754836291816279453268491537941357682537682149482913765695724318173568924
909,909,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/6/2017,Moderate,minutes,527348961864912375139756284913485627786291543452637819641523798295874136378169452
910,910,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/6/2017,Moderate,minutes,376948152285137964914265783568492371437651298129783546642519837851376429793824615
911,911,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/6/2017,Gentle,minutes,697214853413859672852673914946127538278536491531498726389741265124965387765382149
912,912,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/6/2017,Diabolical,minutes,593126784146879235278534196321765849784391562965248371819453627457682913632917458
913,913,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/6/2017,Moderate,minutes,485739126692581734317246598836917245749825361251463987573698412164352879928174653
914,914,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/6/2017,Diabolical,minutes,796281453185634279432759168561398742974126835823475691619542387257863914348917526
915,915,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/6/2017,Tough,minutes,134952678258673149976814325629435781813796254745281963592168437361547892487329516
916,916,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=31/5/2017,Moderate,minutes,142536789895471263736928514489617352261354897573892641627145938918263475354789126
917,917,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/5/2017,Moderate,minutes,274958361358761924691432578865317492439285617712649853987523146126894735543176289
918,918,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/5/2017,Gentle,minutes,239756481165834729748219635512683947386947152974125368651398274427561893893472516
919,919,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/5/2017,Diabolical,minutes,238574691764891532591326487329467158475218369186953274913745826652189743847632915
920,920,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/5/2017,Moderate,minutes,319258764465137829827946153293514678648723915571689342756892431184365297932471586
921,921,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/5/2017,Diabolical,minutes,596482731817593462423167859941358276378216945652749183289634517134975628765821394
922,922,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/5/2017,Tough,minutes,987216543254397816361458972895163724732984165146572398479635281613829457528741639
923,923,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/5/2017,Moderate,minutes,248369157916457283573812469489623715361745928725981346157238694834196572692574831
924,924,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/5/2017,Moderate,minutes,542617398691348257738529461985731624423896175176254839317465982869172543254983716
925,925,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/5/2017,Gentle,minutes,485172693631495782972836415817623954324519876596748321149267538253984167768351249
926,926,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/5/2017,Diabolical,minutes,352647819971583642846219357518736294423958761769421583295874136637195428184362975
927,927,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/5/2017,Moderate,minutes,726453189514298376389761524298315467173642958645987213957824631432176895861539742
928,928,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/5/2017,Diabolical,minutes,371624985824951736956783214513496827689217543247538169462175398135869472798342651
929,929,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/5/2017,Tough,minutes,524371698169842573783965124375498261246157389891236457938624715452719836617583942
930,930,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/5/2017,Moderate,minutes,471683592539412786286579143392167458765834219814925367147298635628351974953746821
931,931,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/5/2017,Moderate,minutes,936157482481962573572834619257496138819523746643718925168345297324679851795281364
932,932,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/5/2017,Gentle,minutes,834592617675148932219637458761923845928754163453816279546389721197265384382471596
933,933,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/5/2017,Diabolical,minutes,378421956946758132215936874534682719127549368689173425463815297752394681891267543
934,934,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/5/2017,Moderate,minutes,476823951319745826258619473784561392593287614162934587945372168837196245621458739
935,935,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/5/2017,Diabolical,minutes,735184692921367845846952317318529476274836159569741283497213568683495721152678934
936,936,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/5/2017,Tough,minutes,293517648568394217714286539981423756376958124425671983157839462849162375632745891
937,937,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/5/2017,Moderate,minutes,823957614674812359159436728412769835586321497397584261738695142265148973941273586
938,938,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/5/2017,Moderate,minutes,326498157475312986981675423193286745562743819748159362259831674614927538837564291
939,939,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/5/2017,Gentle,minutes,746921583832547916591638742128794635973865421654213879287356194315489267469172358
940,940,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/5/2017,Diabolical,minutes,381542967576893214942716583129467358864325791753981426415238679238679145697154832
941,941,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/5/2017,Moderate,minutes,538961427471528963269374158982715634756493281314286579645137892127859346893642715
942,942,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/5/2017,Diabolical,minutes,417325698592864731683791425271649583936518274845237169354972816129486357768153942
943,943,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/5/2017,Tough,minutes,932456187765831942418297536841725693673984215529163874296378451384512769157649328
944,944,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/5/2017,Moderate,minutes,875162493143579862692384175234817956568943721917625384386291547759436218421758639
945,945,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/5/2017,Moderate,minutes,736594182219687543854123769187459236562318974943762851478931625621845397395276418
946,946,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/5/2017,Gentle,minutes,382961754596374218417852936839546127125738649764219385651493872273685491948127563
947,947,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/4/2017,Diabolical,minutes,294165783637489125815372496729654831463817259581293647346921578172538964958746312
948,948,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/4/2017,Moderate,minutes,523189467794365218816274539641857392957632184382491756178923645239546871465718923
949,949,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/4/2017,Diabolical,minutes,926483715478519263513672849867924351139857624245136987684391572791265438352748196
950,950,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/4/2017,Tough,minutes,324586917765941823891372564486253791219467385537819642148795236673128459952634178
951,951,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/4/2017,Moderate,minutes,714632958328549176659178342271954863946381527583726419465293781197865234832417695
952,952,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/4/2017,Moderate,minutes,325968714716254839498713652187392546539641287264875193952137468671489325843526971
953,953,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/4/2017,Gentle,minutes,716598324435271986289634751542987163367125849891463572153846297628719435974352618
954,954,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/4/2017,Diabolical,minutes,269753841531284679847961253378596124614327985952418367195872436486135792723649518
955,955,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/4/2017,Moderate,minutes,392814567185967342674325189217598634538246791946731825721689453859473216463152978
956,956,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/4/2017,Diabolical,minutes,715396284893724651426815793952147368637582149184639572261458937549273816378961425
957,957,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/4/2017,Tough,minutes,568732194473196852912584673345918267826347519197625438789251346654873921231469785
958,958,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/4/2017,Moderate,minutes,714395862396284751528176493467851239185923674932467518853749126271638945649512387
959,959,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/4/2017,Moderate,minutes,469175238175832964238496517324761859981354672657928341813649725792513486546287193
960,960,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/4/2017,Gentle,minutes,871256349962843175543917826356194287217385964498672531739421658685739412124568793
961,961,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/4/2017,Diabolical,minutes,349186725158972436267543981916835247523417869784269513495621378632798154871354692
962,962,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/4/2017,Moderate,minutes,718925346469387125235461798354698217197542863682713954843259671521876439976134582
963,963,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/4/2017,Diabolical,minutes,149367825238915674756482391591834762367521948482796153924173586673258419815649237
964,964,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/4/2017,Tough,minutes,695382174471596283328471965956234817847159632213867459532648791784913526169725348
965,965,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/4/2017,Moderate,minutes,412853967657429831938761254263145789871936542549287316726318495395674128184592673
966,966,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/4/2017,Moderate,minutes,519843726284796513763521498928154637375962841641387952852619374436275189197438265
967,967,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/4/2017,Gentle,minutes,523987164469125378718463952147692835936578241852314697285736419671249583394851726
968,968,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/4/2017,Diabolical,minutes,916832745358479162247516389564193827789265413132784956491657238623948571875321694
969,969,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/4/2017,Moderate,minutes,854126937936874215721935648318769524547281369269453871482697153195342786673518492
970,970,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/4/2017,Diabolical,minutes,713982645582746931649135827961527483374618259825394716456271398297853164138469572
971,971,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/4/2017,Tough,minutes,764583921531629478298147536146278395873495162925361784687954213419832657352716849
972,972,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/4/2017,Moderate,minutes,264537981371986425985214763896421537453879216127653849749162358512398674638745192
973,973,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/4/2017,Moderate,minutes,973465182125398674648217539437586921581729346269143857854671293796832415312954768
974,974,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/4/2017,Gentle,minutes,697283451842715963153946287289354176761829345435671892524168739916437528378592614
975,975,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/4/2017,Diabolical,minutes,597814236846372519321956784154239678683147952279568341468795123915423867732681495
976,976,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/4/2017,Moderate,minutes,153892746874651392629743518738926451965134827412587963397215684541368279286479135
977,977,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=31/3/2017,Diabolical,minutes,354827916612539478987164352431978265869251743275643189728495631146382597593716824
978,978,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/3/2017,Tough,minutes,426581793378269415951473862269345178143798256785126349534612987697834521812957634
979,979,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/3/2017,Moderate,minutes,342961785896725314175348962961274853283519647754836291417683529538492176629157438
980,980,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/3/2017,Moderate,minutes,652317498374869125918542763183274956745698312296153874567481239821936547439725681
981,981,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/3/2017,Gentle,minutes,382541697497326851156798243238974165564812739719635428623189574875463912941257386
982,982,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/3/2017,Diabolical,minutes,384765192792841536156293487519436728673528914428179365231657849965384271847912653
983,983,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/3/2017,Moderate,minutes,389647521527193864461582397748256913952314786613978245174825639235469178896731452
984,984,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/3/2017,Diabolical,minutes,639158724157246893482739156263875419915624378748913265591387642826491537374562981
985,985,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/3/2017,Tough,minutes,765829314892341765431756289376518492519432678284697153643185927128973546957264831
986,986,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/3/2017,Moderate,minutes,439612875826745139751938264167423958548197623293856417314569782672384591985271346
987,987,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/3/2017,Moderate,minutes,435982617189673425627415839962134758871596342354827196596741283713258964248369571
988,988,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/3/2017,Gentle,minutes,731465298269781453584932716193576824842319567657824139415697382326148975978253641
989,989,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/3/2017,Diabolical,minutes,469237815317865942258194736732419568584672391691583274926751483175348629843926157
990,990,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/3/2017,Moderate,minutes,481359627925176438376482519149765382857243961632918754298634175764521893513897246
991,991,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/3/2017,Diabolical,minutes,978526431612347859453891762137485296526739184894612573365174928749268315281953647
992,992,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/3/2017,Tough,minutes,367948251194562378285713649823194765719635482456827193671259834948371526532486917
993,993,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/3/2017,Moderate,minutes,816429573324517896759836412473951268268374951195682347587193624941268735632745189
994,994,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/3/2017,Moderate,minutes,925736148734812569618549273842695731391487652576321894263958417487163925159274386
995,995,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/3/2017,Gentle,minutes,291675438764398512385241697832154976179863254546729183418536729657982341923417865
996,996,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/3/2017,Diabolical,minutes,376148925281957643945326781124793568859614372637285419413879256768532194592461837
997,997,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/3/2017,Moderate,minutes,547891632238564791916273458184359276325617984679428513451736829892145367763982145
998,998,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/3/2017,Diabolical,minutes,567924318941853627382167549813576492295348176674219835459781263138692754726435981
999,999,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/3/2017,Tough,minutes,294736158573812649861945273187453926426198735359627814742569381918374562635281497
1000,1000,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/3/2017,Moderate,minutes,769251834352864917841397526476983152918572463235416798523749681197638245684125379
1001,1001,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/3/2017,Moderate,minutes,546798321279314658318256497967582143183649572452137869824961735695873214731425986
1002,1002,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/3/2017,Gentle,minutes,759643218168279543234158679871564932695732481342981765527816394486395127913427856
1003,1003,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/3/2017,Diabolical,minutes,692783451718549326534162987325691874849257163167834295256318749473926518981475632
1004,1004,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/3/2017,Moderate,minutes,294835716137624598586179234723946185819253647465718923351497862672381459948562371
1005,1005,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/3/2017,Diabolical,minutes,495683712823714569167529384548962173716435928932871645371258496259146837684397251
1006,1006,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/3/2017,Tough,minutes,951472638832561497467389251243796185675148923189253746594637812718925364326814579
1007,1007,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/3/2017,Moderate,minutes,576913824213584796948267153362471985195628437784359612651842379437195268829736541
1008,1008,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/2/2017,Moderate,minutes,274986351315274896986153724451892673792361548638745219549628137167539482823417965
1009,1009,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/2/2017,Gentle,minutes,947568321318472596562193478896237145754916283231854967423681759189725634675349812
1010,1010,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/2/2017,Diabolical,minutes,579483126128569374436712985395826417684137592712954863261348759847295631953671248
1011,1011,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/2/2017,Moderate,minutes,617283459425917386938564271841726935762359148359841762283175694594632817176498523
1012,1012,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/2/2017,Diabolical,minutes,691372854528164793743985216276419538319856427485237169937528641854691372162743985
1013,1013,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/2/2017,Tough,minutes,435617829769258314281349675592431786347862951618975432923586147876124593154793268
1014,1014,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/2/2017,Moderate,minutes,716238459432795168859461327284176593173549682695382741528613974367924815941857236
1015,1015,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/2/2017,Moderate,minutes,297831546146572389583649217871354962935216478624798135462983751359167824718425693
1016,1016,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/2/2017,Gentle,minutes,625481973731259648498637125862315497349728561517946832986173254174592386253864719
1017,1017,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/2/2017,Diabolical,minutes,918756243267314598453928167349267851621485379785193426132649785576832914894571632
1018,1018,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/2/2017,Moderate,minutes,498532617127468539356179284973625148261384975584917326619743852845291763732856491
1019,1019,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/2/2017,Diabolical,minutes,814736295297185634563294781159678342426359178378421569745913826982567413631842957
1020,1020,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/2/2017,Tough,minutes,375942861964185723812763459687359214431276985529418376298531647753624198146897532
1021,1021,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/2/2017,Moderate,minutes,187325469296481735534769812915238674623974581478516923851693247342857196769142358
1022,1022,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/2/2017,Moderate,minutes,817594623369821754542736918278613495136459287954278136423987561685142379791365842
1023,1023,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/2/2017,Gentle,minutes,896723154275149683341586792729465318468312975513978426957234861184657239632891547
1024,1024,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/2/2017,Diabolical,minutes,439761285178254369265893147356927418891645723724138596983472651647519832512386974
1025,1025,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=11/2/2017,Moderate,minutes,873495126246178593519623784798536412321849675654217938487351269932764851165982347
1026,1026,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=10/2/2017,Diabolical,minutes,834591672562784319791623548248159763915367824673842951359416287426978135187235496
1027,1027,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=9/2/2017,Tough,minutes,435972681271863459698145273916538742524719368387624195752481936149356827863297514
1028,1028,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=8/2/2017,Moderate,minutes,417298563358164729296357184574816392189523476632479851825631947963745218741982635
1029,1029,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=7/2/2017,Moderate,minutes,589127643743698152612543978897451236234986715156732489925314867468275391371869524
1030,1030,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=6/2/2017,Gentle,minutes,631549827924718635587263914469132578215876349873954261196387452358421796742695183
1031,1031,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=5/2/2017,Diabolical,minutes,168523749329714658754896321987251436542638917613479582236147895895362174471985263
1032,1032,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=4/2/2017,Moderate,minutes,487639521931257486652841793876415932195328674324796158549183267713562849268974315
1033,1033,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=3/2/2017,Diabolical,minutes,138764529926513784475892613761239845342185967859647132693471258587326491214958376
1034,1034,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=2/2/2017,Tough,minutes,145698237382571496976423158429837561768145923531269784214986375693754812857312649
1035,1035,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=1/2/2017,Moderate,minutes,697528314813469752452731698134286975968157423725394186249675831381942567576813249
1036,1036,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=31/1/2017,Moderate,minutes,369714258745238169182695743623857491451369827978142635216983574894576312537421986
1037,1037,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=30/1/2017,Gentle,minutes,194378625582496137673152489231745968765839214849621753326987541417563892958214376
1038,1038,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=29/1/2017,Diabolical,minutes,731528946925764381648931257387259614412687593596413872173892465864375129259146738
1039,1039,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=28/1/2017,Moderate,minutes,594172638681345792723896415372561849465938127918724563136257984859413276247689351
1040,1040,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=27/1/2017,Diabolical,minutes,493276185851349672276185934925431768617598243384627519169853427548712396732964851
1041,1041,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=26/1/2017,Tough,minutes,246138579839457612715692843923784156684519327157263498591826734462375981378941265
1042,1042,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=25/1/2017,Moderate,minutes,591276384723498156486513297152784963947362518638159742879625431315847629264931875
1043,1043,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=24/1/2017,Moderate,minutes,247356918596841273318972465634185792875429136921763584482617359153298647769534821
1044,1044,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=23/1/2017,Gentle,minutes,532169847714328596869547132385796421126834975947251368691475283453682719278913654
1045,1045,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=22/1/2017,Diabolical,minutes,782195463613482795549637182957861324321749658864523917496358271275914836138276549
1046,1046,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=21/1/2017,Moderate,minutes,869325741541876932273941658492713865735682194186594273917438526624157389358269417
1047,1047,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=20/1/2017,Diabolical,minutes,123864975756219843849357216592741368318526794674938521981675432437182659265493187
1048,1048,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=19/1/2017,Tough,minutes,391847652548962731762351849219634578675289314834715296957426183423178965186593427
1049,1049,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=18/1/2017,Moderate,minutes,782391456961254738453876219348917625217563894695428371134789562826135947579642183
1050,1050,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=17/1/2017,Moderate,minutes,493586217217934568685271934541823796978165423326749851832657149769412385154398672
1051,1051,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=16/1/2017,Gentle,minutes,528369147473125869196487235712634598984751623365892471831276954249513786657948312
1052,1052,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=15/1/2017,Diabolical,minutes,813462795294537186756819324672154938981376542435928617167243859348795261529681473
1053,1053,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=14/1/2017,Moderate,minutes,241395678578162934639847512317658249465239187982714365823571496796423851154986723
1054,1054,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=13/1/2017,Diabolical,minutes,582643197394712568716985432643827951175469823829351746268194375957238614431576289
1055,1055,http://www.sudoku.org.uk/DailySudoku.asp?solution=please&day=12/1/2017,Tough,minutes,863724915429615873157983642591837426384256791276149538615492387932578164748361259
